sample,turn,side,action,champion,legal_before_search,immediate,continuation,final,components,alternatives
CBLOL-g1,13,RED,BAN,lee-sin,161,0.64460872963846,-0.18048014607290752,0.46412858356555253,"{""META_PRIORITY"":0.2125,""OPPONENT_AVAILABLE_VALUE"":24.759361702127656,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":5.0,""OPPONENT_PICK_PROBABILITY"":0.4164651175811866,""OPPONENT_REPLACEMENT_VALUE"":24.79471052631579,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":4.0,""PROTECTION_VALUE"":0.0,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":2.1605436481923004}","[{""championId"":""qiyana"",""finalSearchScore"":0.5339538313532186},{""championId"":""diana"",""finalSearchScore"":0.4422904313035818},{""championId"":""hecarim"",""finalSearchScore"":0.38661090394453346}]"
CBLOL-g1,14,BLUE,BAN,poppy,160,0.8801032787338864,-0.038508715702206264,0.8415945630316801,"{""META_PRIORITY"":0.0875,""OPPONENT_AVAILABLE_VALUE"":23.490000000000002,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":3.0,""OPPONENT_PICK_PROBABILITY"":0.4349068010075569,""OPPONENT_REPLACEMENT_VALUE"":24.940931989924433,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":4.0,""PROTECTION_VALUE"":0.15979416532302104,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":3.7233251456849}","[{""championId"":""kaisa"",""finalSearchScore"":0.7358727878738658},{""championId"":""gnar"",""finalSearchScore"":0.7358027321993126},{""championId"":""ambessa"",""finalSearchScore"":0.6505995820790145}]"
CBLOL-g1,15,RED,BAN,talon,159,0.7176044145003703,15.256766862919866,15.974371277420236,"{""META_PRIORITY"":0.0875,""OPPONENT_AVAILABLE_VALUE"":24.072132978723406,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":3.0,""OPPONENT_PICK_PROBABILITY"":0.34774224524076164,""OPPONENT_REPLACEMENT_VALUE"":24.79471052631579,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":2.0,""PROTECTION_VALUE"":0.0,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":3.150522072501851}","[{""championId"":""qiyana"",""finalSearchScore"":15.968221460352124},{""championId"":""morgana"",""finalSearchScore"":15.896583023223458},{""championId"":""diana"",""finalSearchScore"":15.876431736025879}]"
CBLOL-g1,16,BLUE,BAN,kaisa,158,0.9458285815068744,-6.439610958423128,-5.493782376916253,"{""META_PRIORITY"":0.1875,""OPPONENT_AVAILABLE_VALUE"":24.402557251908394,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":1.0,""OPPONENT_PICK_PROBABILITY"":0.5072028151379289,""OPPONENT_REPLACEMENT_VALUE"":25.130529100529106,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":2.0,""PROTECTION_VALUE"":0.1423196788978684,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":3.5781633891875697}","[{""championId"":""gnar"",""finalSearchScore"":-4.382435035023706},{""championId"":""ambessa"",""finalSearchScore"":-5.576455973373104},{""championId"":""gragas"",""finalSearchScore"":-5.585300385454946}]"
CBLOL-g1,17,RED,PICK,gnar,76,32.31696426723289,-39.74363477233973,-7.426670505106841,"{""COMPOSITION_FIT"":4.107500000000002,""COMPOSITION_RESPONSE"":0.7962962962962976,""DENIAL"":0.0,""EARLY_POWER"":5.3100000000000005,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":2.3800000000000003,""MATCHUP"":0.0785351169918087,""META_PRIORITY"":0.225,""MID_POWER"":3.9900000000000007,""PLAYER_FIT"":16.58866498740554,""RESOURCE_RISK"":0.019999999999999928}","[{""championId"":""sion"",""finalSearchScore"":-7.714789852929712},{""championId"":""ksante"",""finalSearchScore"":-8.310513958141122},{""championId"":""galio"",""finalSearchScore"":-8.442386171368632}]"
CBLOL-g1,18,BLUE,PICK,morgana,72,32.298551305573774,6.8069032923388555,39.105454597912626,"{""COMPOSITION_FIT"":4.547499999999999,""COMPOSITION_RESPONSE"":1.7067708333333336,""DENIAL"":0.0,""EARLY_POWER"":2.775,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.4060000000000003,""LATE_POWER"":3.42,""MATCHUP"":0.010376816729493754,""META_PRIORITY"":0.075,""MID_POWER"":5.175,""PLAYER_FIT"":15.965931372549022,""RESOURCE_RISK"":0.04500000000000011}","[{""championId"":""zyra"",""finalSearchScore"":38.00541523521339},{""championId"":""brand"",""finalSearchScore"":37.72643903997215},{""championId"":""fiddlesticks"",""finalSearchScore"":37.62845450322638}]"
CBLOL-g1,19,BLUE,PICK,zyra,71,31.710412485197946,-22.256380134727312,9.454032350470634,"{""COMPOSITION_FIT"":3.509999999999991,""COMPOSITION_RESPONSE"":1.8478298611111121,""DENIAL"":0.0,""EARLY_POWER"":2.775,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.6090000000000004,""LATE_POWER"":3.51,""MATCHUP"":-0.0319672941957414,""META_PRIORITY"":0.1,""MID_POWER"":5.04,""PLAYER_FIT"":15.93211009174312,""RESOURCE_RISK"":0.08999999999999994}","[{""championId"":""brand"",""finalSearchScore"":8.914005855229394},{""championId"":""fiddlesticks"",""finalSearchScore"":8.818700918483636},{""championId"":""jayce"",""finalSearchScore"":7.993488622467055}]"
CBLOL-g1,20,RED,PICK,taliyah,28,31.737238309866232,0.0,31.737238309866232,"{""COMPOSITION_FIT"":6.42625000000001,""COMPOSITION_RESPONSE"":1.0310416666666669,""DENIAL"":0.0,""EARLY_POWER"":3.2199999999999998,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":3.2,""MATCHUP"":0.02373767888770395,""META_PRIORITY"":0.1625,""MID_POWER"":4.08,""PLAYER_FIT"":15.621933962264151,""RESOURCE_RISK"":0.36000000000000015}","[{""championId"":""mel"",""finalSearchScore"":31.452659936828923},{""championId"":""seraphine"",""finalSearchScore"":31.252426969135474},{""championId"":""kalista"",""finalSearchScore"":30.21617316039898}]"
CBLOL-g2,1,BLUE,BAN,rell,163,0.7207623481893366,-0.5255730245594734,0.1951893236298632,"{""META_PRIORITY"":0.2125,""OPPONENT_AVAILABLE_VALUE"":25.043929471032747,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":7.0,""OPPONENT_PICK_PROBABILITY"":0.37564294710327467,""OPPONENT_REPLACEMENT_VALUE"":25.4875,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":6.0,""PROTECTION_VALUE"":0.35858845981947873,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":2.003429051217465}","[{""championId"":""vi"",""finalSearchScore"":0.26407262950072957},{""championId"":""nautilus"",""finalSearchScore"":0.14903782663624687},{""championId"":""nocturne"",""finalSearchScore"":0.08368115799282982}]"
CBLOL-g2,2,RED,BAN,naafiri,162,1.3448910788276929,-0.14437240834091913,1.2005186704867739,"{""META_PRIORITY"":0.225,""OPPONENT_AVAILABLE_VALUE"":25.481554054054058,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.5547192351926401,""OPPONENT_NEXT_PICK_DISTANCE"":5.0,""OPPONENT_PICK_PROBABILITY"":0.5547192351926401,""OPPONENT_REPLACEMENT_VALUE"":25.734361702127657,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":6.0,""PROTECTION_VALUE"":0.13373819848057414,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":4.982808670023123}","[{""championId"":""vi"",""finalSearchScore"":1.1365830518429585},{""championId"":""nocturne"",""finalSearchScore"":0.9508861651881761},{""championId"":""jarvan-iv"",""finalSearchScore"":0.9478444135189004}]"
CBLOL-g2,3,BLUE,BAN,nocturne,161,0.6105070962560548,-0.5261465302887103,0.08436056596734454,"{""META_PRIORITY"":0.2375,""OPPONENT_AVAILABLE_VALUE"":24.71783333333333,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":5.0,""OPPONENT_PICK_PROBABILITY"":0.3358471631205671,""OPPONENT_REPLACEMENT_VALUE"":25.55936170212766,""OUR_LOST_PICK_OPPORTUNITY"":0.17460000000000378,""OUR_NEXT_PICK_DISTANCE"":4.0,""PROTECTION_VALUE"":0.16188838069356337,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":2.320602910239944}","[{""championId"":""vi"",""finalSearchScore"":0.21602740256167702},{""championId"":""nautilus"",""finalSearchScore"":0.14725205261470253},{""championId"":""jarvan-iv"",""finalSearchScore"":0.08260793021786261}]"
CBLOL-g2,4,RED,BAN,lee-sin,160,0.9460451566182521,-0.13152587221239143,0.8145192844058606,"{""META_PRIORITY"":0.2125,""OPPONENT_AVAILABLE_VALUE"":25.734361702127657,""OPPONENT_EXPECTED_PICK_VALUE"":0.08174568091046325,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":3.0,""OPPONENT_PICK_PROBABILITY"":0.5937672926617451,""OPPONENT_REPLACEMENT_VALUE"":25.596688775510206,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":4.0,""PROTECTION_VALUE"":0.0,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":3.2589973785389437}","[{""championId"":""vi"",""finalSearchScore"":0.9407128286286175},{""championId"":""jarvan-iv"",""finalSearchScore"":0.8832641526664639},{""championId"":""diana"",""finalSearchScore"":0.7895762425746083}]"
CBLOL-g2,5,BLUE,BAN,qiyana,159,0.6414828916007222,16.19488768041738,16.836370572018104,"{""META_PRIORITY"":0.175,""OPPONENT_AVAILABLE_VALUE"":23.398778325123153,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":3.0,""OPPONENT_PICK_PROBABILITY"":0.2816359957776215,""OPPONENT_REPLACEMENT_VALUE"":24.78241836734694,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":2.0,""PROTECTION_VALUE"":0.05286704000046296,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":2.253113898002917}","[{""championId"":""diana"",""finalSearchScore"":16.867347075507418},{""championId"":""jarvan-iv"",""finalSearchScore"":16.803963109780664},{""championId"":""leona"",""finalSearchScore"":16.79831510871017}]"
CBLOL-g2,6,RED,BAN,vi,158,1.2411970513359982,-6.063024000054746,-4.821826948718748,"{""META_PRIORITY"":0.2375,""OPPONENT_AVAILABLE_VALUE"":25.37278350515464,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":1.0,""OPPONENT_PICK_PROBABILITY"":0.5576094729644434,""OPPONENT_REPLACEMENT_VALUE"":25.596688775510206,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":2.0,""PROTECTION_VALUE"":0.0,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":5.018485256679991}","[{""championId"":""jarvan-iv"",""finalSearchScore"":-5.014736500054745},{""championId"":""xin-zhao"",""finalSearchScore"":-6.455359407232981},{""championId"":""sylas"",""finalSearchScore"":-6.4569057317745315}]"
CBLOL-g2,7,BLUE,PICK,xin-zhao,157,32.82705153061225,-38.84424695253921,-6.0171954219269566,"{""COMPOSITION_FIT"":3.5200000000000014,""COMPOSITION_RESPONSE"":0.0,""DENIAL"":4.7824183673469385,""EARLY_POWER"":4.95,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.3045000000000002,""LATE_POWER"":2.3000000000000003,""MATCHUP"":0.0,""META_PRIORITY"":0.225,""MID_POWER"":4.340000000000001,""PLAYER_FIT"":17.364923469387758,""RESOURCE_RISK"":0.075}","[{""championId"":""jarvan-iv"",""finalSearchScore"":-6.682422399049692},{""championId"":""sejuani"",""finalSearchScore"":-7.255571895893592},{""championId"":""fiddlesticks"",""finalSearchScore"":-7.311307266593694}]"
CBLOL-g2,8,RED,PICK,rumble,156,33.28503009259259,7.146891840000002,40.431921932592594,"{""COMPOSITION_FIT"":3.8237500000000004,""COMPOSITION_RESPONSE"":2.408333333333333,""DENIAL"":4.308703703703706,""EARLY_POWER"":2.9,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":3.54,""MATCHUP"":0.0,""META_PRIORITY"":0.25,""MID_POWER"":5.175,""PLAYER_FIT"":16.229629629629628,""RESOURCE_RISK"":0.040000000000000216}","[{""championId"":""ashe"",""finalSearchScore"":40.04254527333333},{""championId"":""jhin"",""finalSearchScore"":39.60959868691358},{""championId"":""corki"",""finalSearchScore"":38.13794927355528}]"
CBLOL-g2,9,RED,PICK,ashe,126,33.58358666666667,-40.25839578181818,-6.674809115151511,"{""COMPOSITION_FIT"":5.596250000000001,""COMPOSITION_RESPONSE"":0.7104166666666654,""DENIAL"":3.593300000000003,""EARLY_POWER"":2.6,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":3.5999999999999996,""MATCHUP"":0.0,""META_PRIORITY"":0.2,""MID_POWER"":5.355,""PLAYER_FIT"":16.676625,""RESOURCE_RISK"":0.15999999999999998}","[{""championId"":""jhin"",""finalSearchScore"":-7.137302701571272},{""championId"":""kalista"",""finalSearchScore"":-7.453221018704809},{""championId"":""ezreal"",""finalSearchScore"":-7.5061295976995055}]"
CBLOL-g2,10,BLUE,PICK,leona,123,32.75844348536516,8.626612443880232,41.3850559292454,"{""COMPOSITION_FIT"":5.3774999999999995,""COMPOSITION_RESPONSE"":0.969444444444445,""DENIAL"":4.811649616368285,""EARLY_POWER"":5.13,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":2.2800000000000002,""MATCHUP"":0.0,""META_PRIORITY"":0.1625,""MID_POWER"":4.2700000000000005,""PLAYER_FIT"":15.20703324808184,""RESOURCE_RISK"":0.0}","[{""championId"":""ahri"",""finalSearchScore"":40.73318595229023},{""championId"":""sylas"",""finalSearchScore"":40.40412242297173},{""championId"":""nautilus"",""finalSearchScore"":40.1723167866081}]"
CBLOL-g2,11,BLUE,PICK,vex,100,31.879469376693766,-20.94370771798421,10.935761658709556,"{""COMPOSITION_FIT"":5.294999999999995,""COMPOSITION_RESPONSE"":1.2888888888888896,""DENIAL"":3.313829268292686,""EARLY_POWER"":4.7250000000000005,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":2.52,""MATCHUP"":0.0,""META_PRIORITY"":0.0875,""MID_POWER"":3.9550000000000005,""PLAYER_FIT"":15.127195121951221,""RESOURCE_RISK"":0.31499999999999995}","[{""championId"":""sylas"",""finalSearchScore"":11.492157559793565},{""championId"":""ahri"",""finalSearchScore"":10.910219647629539},{""championId"":""annie"",""finalSearchScore"":10.263166672259693}]"
CBLOL-g2,12,RED,PICK,brand,104,31.6388518903652,0.024644936585040966,31.66349682695024,"{""COMPOSITION_FIT"":4.621249999999996,""COMPOSITION_RESPONSE"":1.1951388888888879,""DENIAL"":0.0,""EARLY_POWER"":2.775,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.7070000000000006,""LATE_POWER"":3.4499999999999997,""MATCHUP"":-0.018670873646673414,""META_PRIORITY"":0.0875,""MID_POWER"":5.04,""PLAYER_FIT"":15.402477477477479,""RESOURCE_RISK"":0.08000000000000007}","[{""championId"":""orianna"",""finalSearchScore"":32.09421584048949},{""championId"":""fiddlesticks"",""finalSearchScore"":31.43032862703991},{""championId"":""thresh"",""finalSearchScore"":31.277086210852207}]"
